token,symbol,expiry,strike,option_type,lot_size,closing_price
39937,JINDALSTEL,28Oct2025,1440.0,CE,625,0.25
39938,JINDALSTEL,28Oct2025,1440.0,PE,625,383.0
39939,JINDALSTEL,25Nov2025,1300.0,CE,625,8.55
39940,JINDALSTEL,25Nov2025,1300.0,PE,625,246.2
39941,JINDALSTEL,25Nov2025,1360.0,CE,625,4.65
39942,JINDALSTEL,25Nov2025,1360.0,PE,625,301.6
39943,JINDALSTEL,25Nov2025,1400.0,CE,625,3.05
39944,FEDERALBNK,30Sep2025,145.0,CE,5000,53.75
39945,FEDERALBNK,30Sep2025,145.0,PE,5000,0.05
39946,TATATECH,30Sep2025,300.0,CE,800,418.0
39947,ASTRAL,30Sep2025,640.0,CE,425,820.45
39948,TATATECH,30Sep2025,300.0,PE,800,0.05
39949,ASTRAL,30Sep2025,640.0,PE,425,0.05
39950,TATATECH,30Sep2025,430.0,CE,800,288.25
39951,ASTRAL,30Sep2025,900.0,CE,425,561.0
39952,TATATECH,30Sep2025,430.0,PE,800,0.05
39953,TATATECH,28Oct2025,420.0,CE,800,300.2
39954,ASTRAL,30Sep2025,900.0,PE,425,0.05
39955,ASTRAL,28Oct2025,640.0,CE,425,823.5
39956,ASTRAL,28Oct2025,640.0,PE,425,0.05
39957,JINDALSTEL,25Nov2025,1400.0,PE,625,339.55
39958,JSWSTEEL,30Sep2025,1350.0,CE,675,0.05
39959,TATATECH,28Oct2025,420.0,PE,800,0.05
39960,JSWSTEEL,30Sep2025,1350.0,PE,675,226.3
39961,JSWSTEEL,30Sep2025,1370.0,CE,675,0.05
39962,JSWSTEEL,30Sep2025,1370.0,PE,675,246.25
39963,JSWSTEEL,30Sep2025,1480.0,CE,675,0.05
39964,TIINDIA,30Sep2025,3850.0,CE,200,7.0
39965,TIINDIA,30Sep2025,3850.0,PE,200,459.55
39966,JSWSTEEL,30Sep2025,1480.0,PE,675,356.05
39967,JSWSTEEL,30Sep2025,1500.0,CE,675,0.05
39968,JSWSTEEL,30Sep2025,1500.0,PE,675,376.0
39969,JSWSTEEL,28Oct2025,1350.0,CE,675,1.7
39970,GAIL,30Sep2025,90.0,CE,3150,91.15
39971,GAIL,30Sep2025,90.0,PE,3150,0.05
39972,TIINDIA,30Sep2025,4200.0,CE,200,0.35
39973,JSWSTEEL,28Oct2025,1350.0,PE,675,221.6
39974,JSWSTEEL,28Oct2025,1370.0,CE,675,1.15
39975,AUROPHARMA,30Sep2025,560.0,CE,550,570.0
39976,AUROPHARMA,30Sep2025,560.0,PE,550,0.05
39977,AUROPHARMA,28Oct2025,680.0,CE,550,453.45
39978,AUROPHARMA,28Oct2025,680.0,PE,550,0.05
39979,TIINDIA,30Sep2025,4200.0,PE,200,802.25
39980,TIINDIA,28Oct2025,3900.0,CE,200,50.55
39981,TIINDIA,28Oct2025,3900.0,PE,200,534.65
39982,JSWSTEEL,28Oct2025,1370.0,PE,675,240.95
39983,JSWSTEEL,28Oct2025,1480.0,CE,675,0.15
39984,JSWSTEEL,28Oct2025,1480.0,PE,675,349.15
39985,JSWSTEEL,28Oct2025,1500.0,CE,675,0.1
39986,JSWSTEEL,28Oct2025,1500.0,PE,675,369.0
39987,NIFTY,30Dec2025,19000.0,CE,75,6747.9
39988,NIFTY,30Dec2025,19000.0,PE,75,17.3
39989,NIFTY,30Jun2026,19000.0,CE,75,7313.6
39990,NIFTY,30Jun2026,19000.0,PE,75,6.25
39991,JSWSTEEL,25Nov2025,1380.0,CE,675,4.4
39992,JSWSTEEL,25Nov2025,1380.0,PE,675,247.75
39993,JSWSTEEL,25Nov2025,1560.0,CE,675,0.4
39994,JSWSTEEL,25Nov2025,1560.0,PE,675,421.65
39995,KAYNES,30Sep2025,8500.0,CE,100,19.8
39996,KAYNES,30Sep2025,8500.0,PE,100,1275.7
39997,KAYNES,30Sep2025,9200.0,CE,100,2.65
39998,KAYNES,30Sep2025,9200.0,PE,100,1957.15
39999,KAYNES,28Oct2025,8500.0,CE,100,163.5
40000,KAYNES,28Oct2025,8500.0,PE,100,1379.35
40001,KAYNES,28Oct2025,9200.0,CE,100,74.55
40002,KAYNES,28Oct2025,9200.0,PE,100,1985.75
40003,KAYNES,25Nov2025,8600.0,CE,100,284.65
40004,KAYNES,25Nov2025,8600.0,PE,100,1559.95
40005,KEI,30Sep2025,5050.0,CE,175,2.25
40006,KEI,30Sep2025,5050.0,PE,175,892.95
40007,KEI,28Oct2025,5050.0,CE,175,45.7
40008,VBL,30Sep2025,350.0,CE,1025,124.25
40009,VBL,30Sep2025,350.0,PE,1025,0.05
40010,VBL,28Oct2025,240.0,CE,1025,235.15
40011,KEI,28Oct2025,5050.0,PE,175,912.65
40012,LAURUSLABS,30Sep2025,1180.0,CE,1700,0.05
40013,LAURUSLABS,30Sep2025,1180.0,PE,1700,254.45
40014,VBL,28Oct2025,240.0,PE,1025,0.05
40015,LAURUSLABS,28Oct2025,1180.0,CE,1700,2.2
40016,LAURUSLABS,28Oct2025,1180.0,PE,1700,251.1
40017,LAURUSLABS,25Nov2025,1060.0,CE,1700,23.95
40018,LAURUSLABS,25Nov2025,1060.0,PE,1700,148.7
40019,LICI,30Sep2025,1300.0,CE,700,0.05
40020,LICI,30Sep2025,1300.0,PE,700,408.1
40021,LICI,28Oct2025,1300.0,CE,700,0.05
40022,WIPRO,28Oct2025,165.0,CE,3000,93.05
40023,WIPRO,28Oct2025,165.0,PE,3000,0.05
40024,LICI,28Oct2025,1300.0,PE,700,401.95
40025,LICI,25Nov2025,1180.0,CE,700,1.55
40026,LICI,25Nov2025,1180.0,PE,700,278.85
40027,LTF,30Sep2025,277.5,CE,4462,0.4
40028,LTF,30Sep2025,277.5,PE,4462,30.0
40029,LTF,28Oct2025,277.5,CE,4462,3.55
40030,LTF,28Oct2025,277.5,PE,4462,31.8
40031,LTF,25Nov2025,320.0,CE,4462,1.35
40032,LTF,25Nov2025,320.0,PE,4462,70.35
40033,LUPIN,30Sep2025,2540.0,CE,425,0.05
40034,LUPIN,30Sep2025,2540.0,PE,425,488.45
40035,LUPIN,30Sep2025,2880.0,CE,425,0.05
40036,LUPIN,30Sep2025,2880.0,PE,425,827.8
40037,LUPIN,30Sep2025,2920.0,CE,425,0.05
40038,LUPIN,30Sep2025,2920.0,PE,425,867.7
40039,LUPIN,28Oct2025,2540.0,CE,425,2.55
40040,LUPIN,28Oct2025,2540.0,PE,425,479.0
40041,LUPIN,28Oct2025,2880.0,CE,425,0.1
40042,LUPIN,28Oct2025,2880.0,PE,425,814.3
40043,LUPIN,28Oct2025,2920.0,CE,425,0.05
40044,LUPIN,28Oct2025,2920.0,PE,425,854.0
40045,LUPIN,25Nov2025,2520.0,CE,425,11.9
40046,LUPIN,25Nov2025,2520.0,PE,425,456.85
40047,MIDCPNIFTY,25Nov2025,15225.0,CE,140,59.25
40048,MIDCPNIFTY,25Nov2025,15225.0,PE,140,1877.95
40049,MIDCPNIFTY,25Nov2025,15250.0,CE,140,57.15
40050,MIDCPNIFTY,25Nov2025,15250.0,PE,140,1900.6
40051,MIDCPNIFTY,25Nov2025,15275.0,CE,140,55.15
40052,MANAPPURAM,30Sep2025,375.0,CE,3000,0.05
40053,MANAPPURAM,30Sep2025,375.0,PE,3000,82.05
40054,MANAPPURAM,30Sep2025,410.0,CE,3000,0.05
40055,MIDCPNIFTY,25Nov2025,15275.0,PE,140,1923.3
40056,MIDCPNIFTY,25Nov2025,17500.0,CE,140,1.3
40057,MIDCPNIFTY,25Nov2025,17500.0,PE,140,4069.3
40058,MANAPPURAM,30Sep2025,410.0,PE,3000,116.95
40059,MANAPPURAM,28Oct2025,375.0,CE,3000,1.0
40060,MANAPPURAM,28Oct2025,375.0,PE,3000,81.25
40061,MANAPPURAM,28Oct2025,410.0,CE,3000,0.2
40062,MANAPPURAM,28Oct2025,410.0,PE,3000,115.25
40063,MANKIND,30Sep2025,3800.0,CE,225,0.05
40064,MANKIND,30Sep2025,3800.0,PE,225,1154.3
40065,NIFTY,07Oct2025,30150.0,CE,75,0.05
40066,NIFTY,07Oct2025,30150.0,PE,75,4633.2
40067,NIFTY,07Oct2025,30200.0,CE,75,0.05
40068,NIFTY,07Oct2025,30200.0,PE,75,4683.05
40069,MANKIND,28Oct2025,3800.0,CE,225,0.15
40070,MANKIND,28Oct2025,3800.0,PE,225,1136.55
40071,MANKIND,25Nov2025,3500.0,CE,225,7.3
40072,NIFTY,14Oct2025,30150.0,CE,75,0.05
40073,NIFTY,14Oct2025,30150.0,PE,75,4598.9
40074,NIFTY,14Oct2025,30200.0,CE,75,0.05
40075,NIFTY,14Oct2025,30200.0,PE,75,4648.7
40076,NIFTY,25Nov2025,30150.0,CE,75,5.25
40077,NIFTY,25Nov2025,30150.0,PE,75,4390.95
40078,GLENMARK,30Sep2025,2440.0,CE,375,1.3
40079,GLENMARK,30Sep2025,2440.0,PE,375,328.15
40080,GLENMARK,30Sep2025,2520.0,CE,375,0.35
40081,NIFTY,25Nov2025,30200.0,CE,75,4.85
40082,GLENMARK,30Sep2025,2520.0,PE,375,407.05
40083,GLENMARK,30Sep2025,2600.0,CE,375,0.1
40084,NIFTY,25Nov2025,30200.0,PE,75,4440.0
40085,GLENMARK,30Sep2025,2600.0,PE,375,486.6
40086,MANKIND,25Nov2025,3500.0,PE,225,829.45
40087,MARUTI,30Sep2025,20400.0,CE,50,0.05
40088,MARUTI,30Sep2025,20400.0,PE,50,4543.15
40089,MARUTI,28Oct2025,20400.0,CE,50,1.15
40090,MARUTI,28Oct2025,20400.0,PE,50,4448.25
40091,MARUTI,25Nov2025,18600.0,CE,50,86.85
40092,MARUTI,25Nov2025,18600.0,PE,50,2659.7
40093,MUTHOOTFIN,30Sep2025,3550.0,CE,275,0.25
40094,MUTHOOTFIN,30Sep2025,3550.0,PE,275,585.7
40095,MUTHOOTFIN,30Sep2025,4000.0,CE,275,0.05
40096,MUTHOOTFIN,30Sep2025,4000.0,PE,275,1034.6
40097,NIFTYNXT50,25Nov2025,79600.0,CE,25,291.85
40098,NIFTYNXT50,25Nov2025,79600.0,PE,25,9658.1
40099,MUTHOOTFIN,28Oct2025,3550.0,CE,275,12.7
40100,MUTHOOTFIN,28Oct2025,3550.0,PE,275,581.45
40101,MUTHOOTFIN,28Oct2025,4000.0,CE,275,1.0
40102,NIFTYNXT50,25Nov2025,79700.0,CE,25,283.8
40103,MUTHOOTFIN,28Oct2025,4000.0,PE,275,1016.75
40104,MUTHOOTFIN,25Nov2025,3700.0,CE,275,21.3
40105,NIFTYNXT50,25Nov2025,79700.0,PE,25,9748.85
40106,NIFTYNXT50,25Nov2025,79800.0,CE,25,275.9
40107,NIFTYNXT50,25Nov2025,79800.0,PE,25,9839.85
40108,MUTHOOTFIN,25Nov2025,3700.0,PE,275,721.9
40109,NATIONALUM,30Sep2025,265.0,CE,3750,0.05
40110,NIFTYNXT50,25Nov2025,98000.0,CE,25,0.4
40111,NIFTYNXT50,25Nov2025,98000.0,PE,25,27558.7
40112,NATIONALUM,30Sep2025,265.0,PE,3750,50.75
40113,NATIONALUM,30Sep2025,300.0,CE,3750,0.05
40114,NATIONALUM,30Sep2025,300.0,PE,3750,85.65
40115,NATIONALUM,28Oct2025,265.0,CE,3750,1.8
40116,NATIONALUM,28Oct2025,265.0,PE,3750,51.2
40117,NATIONALUM,28Oct2025,300.0,CE,3750,0.3
40118,NATIONALUM,28Oct2025,300.0,PE,3750,84.5
40119,NATIONALUM,25Nov2025,300.0,CE,3750,1.35
40120,NATIONALUM,25Nov2025,300.0,PE,3750,84.15
40121,GODREJPROP,30Sep2025,1300.0,CE,275,790.15
40122,NBCC,30Sep2025,165.0,CE,6500,0.05
40123,360ONE,30Sep2025,1420.0,CE,500,0.05
40124,360ONE,30Sep2025,1420.0,PE,500,315.2
40125,360ONE,30Sep2025,1560.0,CE,500,0.05
40126,360ONE,30Sep2025,1560.0,PE,500,454.85
40127,GODREJPROP,30Sep2025,1300.0,PE,275,0.05
40128,360ONE,28Oct2025,1420.0,CE,500,4.7
40129,360ONE,28Oct2025,1420.0,PE,500,313.15
40130,NBCC,30Sep2025,165.0,PE,6500,54.9
40131,NBCC,28Oct2025,165.0,CE,6500,0.1
40132,NBCC,28Oct2025,165.0,PE,6500,54.2
40133,NMDC,30Sep2025,95.0,CE,13500,0.05
40134,NMDC,30Sep2025,95.0,PE,13500,18.1
40135,NMDC,30Sep2025,104.0,CE,13500,0.05
40136,360ONE,28Oct2025,1560.0,CE,500,1.05
40137,360ONE,28Oct2025,1560.0,PE,500,448.55
40138,ADANIENSOL,30Sep2025,1060.0,CE,675,0.4
40139,NMDC,30Sep2025,104.0,PE,13500,27.1
40140,NMDC,28Oct2025,95.0,CE,13500,0.3
40141,NMDC,28Oct2025,95.0,PE,13500,17.95
40142,NMDC,28Oct2025,104.0,CE,13500,0.05
40143,ADANIENSOL,30Sep2025,1060.0,PE,675,220.75
40144,NMDC,28Oct2025,104.0,PE,13500,26.65
40145,NMDC,25Nov2025,98.0,CE,13500,0.65
40146,NMDC,25Nov2025,98.0,PE,13500,20.8
40147,NMDC,25Nov2025,112.0,CE,13500,0.1
40148,NMDC,25Nov2025,112.0,PE,13500,34.15
40149,NUVAMA,30Sep2025,9600.0,CE,75,0.05
40150,HCLTECH,30Sep2025,880.0,CE,350,615.55
40151,HCLTECH,30Sep2025,880.0,PE,350,0.05
40152,HCLTECH,30Sep2025,1160.0,CE,350,336.1
40153,HCLTECH,30Sep2025,1160.0,PE,350,0.05
40154,ADANIENSOL,28Oct2025,1060.0,CE,675,9.5
40155,ADANIENSOL,28Oct2025,1060.0,PE,675,224.85
40156,NUVAMA,30Sep2025,9600.0,PE,75,3177.25
40157,NUVAMA,28Oct2025,9600.0,CE,75,5.9
40158,ADANIGREEN,30Sep2025,1260.0,CE,600,0.35
40159,NUVAMA,28Oct2025,9600.0,PE,75,3137.95
40160,NUVAMA,25Nov2025,9000.0,CE,75,60.45
40161,ADANIGREEN,30Sep2025,1260.0,PE,600,278.95
40162,ADANIGREEN,28Oct2025,1260.0,CE,600,9.85
40163,NUVAMA,25Nov2025,9000.0,PE,75,2554.75
40164,NYKAA,30Sep2025,297.5,CE,3125,0.05
40165,NYKAA,30Sep2025,297.5,PE,3125,51.0
40166,NYKAA,30Sep2025,330.0,CE,3125,0.05
40167,NYKAA,30Sep2025,330.0,PE,3125,83.45
40168,NYKAA,28Oct2025,297.5,CE,3125,0.95
40169,ADANIGREEN,28Oct2025,1260.0,PE,600,282.55
40170,APOLLOHOSP,30Sep2025,9750.0,CE,125,0.05
40171,APOLLOHOSP,30Sep2025,9750.0,PE,125,1880.45
40172,APOLLOHOSP,28Oct2025,9750.0,CE,125,2.6
40173,NYKAA,28Oct2025,297.5,PE,3125,50.55
40174,NYKAA,28Oct2025,330.0,CE,3125,0.15
40175,NYKAA,28Oct2025,330.0,PE,3125,82.0
40176,NYKAA,25Nov2025,330.0,CE,3125,0.7
40177,APOLLOHOSP,28Oct2025,9750.0,PE,125,1837.15
40178,AUROPHARMA,30Sep2025,1420.0,CE,550,0.05
40179,AUROPHARMA,30Sep2025,1420.0,PE,550,288.35
40180,AUROPHARMA,28Oct2025,1420.0,CE,550,1.55
40181,AUROPHARMA,28Oct2025,1420.0,PE,550,283.2
40182,AXISBANK,30Sep2025,1430.0,CE,625,0.05
40183,AXISBANK,30Sep2025,1430.0,PE,625,294.25
40184,AXISBANK,30Sep2025,1620.0,CE,625,0.05
40185,AXISBANK,30Sep2025,1620.0,PE,625,483.85
40186,AXISBANK,28Oct2025,1430.0,CE,625,0.2
40187,AXISBANK,28Oct2025,1430.0,PE,625,287.7
40188,AXISBANK,28Oct2025,1620.0,CE,625,0.05
40189,NYKAA,25Nov2025,330.0,PE,3125,81.05
40190,FINNIFTY,30Sep2025,33900.0,CE,65,0.05
40191,FINNIFTY,30Sep2025,33900.0,PE,65,7135.1
40192,FINNIFTY,25Nov2025,32300.0,CE,65,8.8
40193,FINNIFTY,25Nov2025,32300.0,PE,65,5245.15
40194,PAYTM,30Sep2025,1640.0,CE,725,0.15
40195,AXISBANK,28Oct2025,1620.0,PE,625,476.25
40196,BAJFINANCE,30Sep2025,1230.0,CE,750,0.05
40197,PAYTM,30Sep2025,1640.0,PE,725,407.65
40198,PAYTM,28Oct2025,1640.0,CE,725,8.1
40199,PAYTM,28Oct2025,1640.0,PE,725,407.85
40200,PAYTM,25Nov2025,1640.0,CE,725,22.85
40201,PAYTM,25Nov2025,1640.0,PE,725,415.0
40202,PNB,30Sep2025,137.0,CE,8000,0.05
40203,BAJFINANCE,30Sep2025,1230.0,PE,750,231.1
40204,BAJFINANCE,30Sep2025,1380.0,CE,750,0.05
40205,BANKNIFTY,30Sep2025,79500.0,CE,35,0.05
40206,BAJFINANCE,30Sep2025,1380.0,PE,750,380.8
40207,BAJFINANCE,28Oct2025,1230.0,CE,750,1.2
40208,BANKNIFTY,30Sep2025,79500.0,PE,35,23617.2
40209,BANKNIFTY,30Dec2025,79500.0,CE,35,0.25
40210,BANKNIFTY,30Dec2025,79500.0,PE,35,22416.05
40211,BANKNIFTY,31Mar2026,79500.0,CE,35,16.7
40212,BANKNIFTY,31Mar2026,79500.0,PE,35,21253.05
40213,PNB,30Sep2025,137.0,PE,8000,24.9
40214,PNB,30Sep2025,152.0,CE,8000,0.05
40215,PNB,30Sep2025,152.0,PE,8000,39.85
40216,BAJFINANCE,28Oct2025,1230.0,PE,750,226.5
40217,PNB,28Oct2025,137.0,CE,8000,0.4
40218,PNB,28Oct2025,137.0,PE,8000,24.6
40219,PNB,28Oct2025,152.0,CE,8000,0.05
40220,PNB,28Oct2025,152.0,PE,8000,39.2
40221,PNB,25Nov2025,134.0,CE,8000,1.55
40222,PNB,25Nov2025,134.0,PE,8000,22.15
40223,PNBHOUSING,30Sep2025,1100.0,CE,650,0.15
40224,PNBHOUSING,30Sep2025,1100.0,PE,650,236.7
40225,PNBHOUSING,28Oct2025,1100.0,CE,650,5.7
40226,PNBHOUSING,28Oct2025,1100.0,PE,650,237.05
40227,PPLPHARMA,30Sep2025,255.0,CE,2500,0.05
40228,PPLPHARMA,30Sep2025,255.0,PE,2500,51.2
40229,PPLPHARMA,30Sep2025,290.0,CE,2500,0.05
40230,PPLPHARMA,30Sep2025,290.0,PE,2500,86.1
40231,PPLPHARMA,28Oct2025,255.0,CE,2500,1.3
40232,PPLPHARMA,28Oct2025,255.0,PE,2500,51.3
40233,PPLPHARMA,28Oct2025,290.0,CE,2500,0.2
40234,PPLPHARMA,28Oct2025,290.0,PE,2500,84.95
40235,BAJFINANCE,28Oct2025,1380.0,CE,750,0.05
40236,BAJFINANCE,28Oct2025,1380.0,PE,750,374.35
40237,BAJFINANCE,25Nov2025,1260.0,CE,750,3.35
40238,PPLPHARMA,25Nov2025,290.0,CE,2500,0.95
40239,PPLPHARMA,25Nov2025,290.0,PE,2500,84.35
40240,BAJFINANCE,25Nov2025,1260.0,PE,750,252.6
40241,BANDHANBNK,25Nov2025,260.0,CE,3600,0.15
40242,BANDHANBNK,25Nov2025,260.0,PE,3600,90.3
40243,PPLPHARMA,25Nov2025,320.0,CE,2500,0.3
40244,PPLPHARMA,25Nov2025,320.0,PE,2500,113.35
40245,PRESTIGE,30Sep2025,2320.0,CE,450,0.05
40246,PRESTIGE,30Sep2025,2320.0,PE,450,686.5
40247,PRESTIGE,28Oct2025,2320.0,CE,450,1.6
40248,PRESTIGE,28Oct2025,2320.0,PE,450,677.15
40249,RBLBANK,25Nov2025,400.0,CE,3175,0.9
40250,RBLBANK,25Nov2025,400.0,PE,3175,125.2
40251,RECLTD,30Sep2025,490.0,CE,1275,0.05
40252,RECLTD,30Sep2025,490.0,PE,1275,104.7
40253,RECLTD,28Oct2025,490.0,CE,1275,1.9
40254,RECLTD,28Oct2025,490.0,PE,1275,104.25
40255,RELIANCE,30Sep2025,2040.0,CE,500,0.05
40256,RELIANCE,30Sep2025,2040.0,PE,500,621.05
40257,HINDUNILVR,30Sep2025,3240.0,CE,300,0.05
40258,HINDUNILVR,30Sep2025,3240.0,PE,300,646.9
40259,HINDUNILVR,30Sep2025,3440.0,CE,300,0.05
40260,HINDUNILVR,30Sep2025,3440.0,PE,300,846.5
40261,BANKINDIA,30Sep2025,152.5,CE,5200,0.05
40262,RELIANCE,28Oct2025,2040.0,CE,500,0.05
40263,RELIANCE,28Oct2025,2040.0,PE,500,611.45
40264,BANKINDIA,30Sep2025,152.5,PE,5200,33.2
40265,RELIANCE,25Nov2025,1740.0,CE,500,2.45
40266,RELIANCE,25Nov2025,1740.0,PE,500,307.8
40267,SAIL,30Sep2025,162.5,CE,4700,0.05
40268,SAIL,30Sep2025,162.5,PE,4700,29.05
40269,SAIL,30Sep2025,167.5,CE,4700,0.05
40270,SAIL,30Sep2025,167.5,PE,4700,34.0
40271,BANKINDIA,28Oct2025,152.5,CE,5200,0.25
40272,BANKINDIA,28Oct2025,152.5,PE,5200,32.75
40273,SAIL,30Sep2025,190.0,CE,4700,0.05
40274,SAIL,30Sep2025,190.0,PE,4700,56.45
40275,SAIL,28Oct2025,162.5,CE,4700,1.1
40276,BANKINDIA,25Nov2025,180.0,CE,5200,0.1
40277,BANKINDIA,25Nov2025,180.0,PE,5200,59.05
40278,BEL,30Sep2025,505.0,CE,2850,0.05
40279,SAIL,28Oct2025,162.5,PE,4700,29.3
40280,BEL,30Sep2025,505.0,PE,2850,94.15
40281,BEL,30Sep2025,570.0,CE,2850,0.05
40282,BEL,30Sep2025,570.0,PE,2850,159.0
40283,BEL,28Oct2025,505.0,CE,2850,1.45
40284,SAIL,28Oct2025,167.5,CE,4700,0.7
40285,SAIL,28Oct2025,167.5,PE,4700,33.9
40286,BEL,28Oct2025,505.0,PE,2850,93.2
40287,BEL,28Oct2025,570.0,CE,2850,0.15
40288,BEL,28Oct2025,570.0,PE,2850,156.45
40289,BEL,25Nov2025,510.0,CE,2850,3.95
40290,BEL,25Nov2025,510.0,PE,2850,98.3
40291,BHEL,30Sep2025,295.0,CE,2625,0.05
40292,BHEL,30Sep2025,295.0,PE,2625,60.0
40293,BHEL,28Oct2025,295.0,CE,2625,1.45
40294,BHEL,28Oct2025,295.0,PE,2625,60.0
40295,SAIL,28Oct2025,190.0,CE,4700,0.1
40296,SAIL,28Oct2025,190.0,PE,4700,55.65
40297,SAIL,25Nov2025,175.0,CE,4700,1.3
40298,SAIL,25Nov2025,175.0,PE,4700,41.15
40299,SAIL,25Nov2025,190.0,CE,4700,0.5
40300,SAIL,25Nov2025,190.0,PE,4700,55.2
40301,SBIN,30Sep2025,1180.0,CE,750,0.05
40302,SBIN,30Sep2025,1180.0,PE,750,323.35
40303,SBIN,28Oct2025,1180.0,CE,750,0.05
40304,SBIN,28Oct2025,1180.0,PE,750,317.8
40305,SBIN,25Nov2025,1060.0,CE,750,1.75
40306,SBIN,25Nov2025,1060.0,PE,750,195.4
40307,SOLARINDS,30Sep2025,22000.0,CE,75,0.05
40308,SOLARINDS,30Sep2025,22000.0,PE,75,7340.05
40309,BRITANNIA,30Sep2025,7850.0,CE,125,0.05
40310,SOLARINDS,28Oct2025,22000.0,CE,75,1.4
40311,SOLARINDS,28Oct2025,22000.0,PE,75,7237.85
40312,SRF,30Sep2025,3850.0,CE,200,0.05
40313,BRITANNIA,30Sep2025,7850.0,PE,125,1734.2
40314,BRITANNIA,30Sep2025,8600.0,CE,125,0.05
40315,BRITANNIA,30Sep2025,8600.0,PE,125,2482.7
40316,BRITANNIA,28Oct2025,7850.0,CE,125,0.35
40317,BRITANNIA,28Oct2025,7850.0,PE,125,1697.55
40318,BRITANNIA,28Oct2025,8600.0,CE,125,0.05
40319,BRITANNIA,28Oct2025,8600.0,PE,125,2442.25
40320,CANBK,30Sep2025,143.0,CE,6750,0.05
40321,CANBK,30Sep2025,143.0,PE,6750,27.35
40322,CANBK,30Sep2025,158.0,CE,6750,0.05
40323,SRF,30Sep2025,3850.0,PE,200,905.0
40324,SRF,28Oct2025,3850.0,CE,200,0.9
40325,SRF,28Oct2025,3850.0,PE,200,887.75
40326,CANBK,30Sep2025,158.0,PE,6750,42.3
40327,SUPREMEIND,25Nov2025,7200.0,CE,175,2.0
40328,SUPREMEIND,25Nov2025,7200.0,PE,175,2645.35
40329,SYNGENE,30Sep2025,960.0,CE,1000,0.05
40330,SYNGENE,30Sep2025,960.0,PE,1000,300.2
40331,SYNGENE,28Oct2025,960.0,CE,1000,0.05
40332,SYNGENE,28Oct2025,960.0,PE,1000,295.7
40333,CANBK,28Oct2025,143.0,CE,6750,0.35
40334,TATASTEEL,30Sep2025,207.5,CE,5500,0.05
40335,TATASTEEL,30Sep2025,207.5,PE,5500,35.1
40336,TATASTEEL,30Sep2025,212.5,CE,5500,0.05
40337,TATASTEEL,30Sep2025,212.5,PE,5500,40.1
40338,TATASTEEL,30Sep2025,240.0,CE,5500,0.05
40339,TATASTEEL,30Sep2025,240.0,PE,5500,67.5
40340,TATASTEEL,30Sep2025,245.0,CE,5500,0.05
40341,TATASTEEL,30Sep2025,245.0,PE,5500,72.5
40342,TATASTEEL,28Oct2025,207.5,CE,5500,0.55
40343,TATASTEEL,28Oct2025,207.5,PE,5500,34.65
40344,TATASTEEL,28Oct2025,212.5,CE,5500,0.35
40345,CANBK,28Oct2025,143.0,PE,6750,27.0
40346,CANBK,28Oct2025,158.0,CE,6750,0.05
40347,CANBK,28Oct2025,158.0,PE,6750,41.6
40348,CANBK,25Nov2025,146.0,CE,6750,0.85
40349,CANBK,25Nov2025,146.0,PE,6750,29.8
40350,CANBK,25Nov2025,160.0,CE,6750,0.25
40351,CANBK,25Nov2025,160.0,PE,6750,43.05
40352,CGPOWER,30Sep2025,970.0,CE,850,0.1
40353,CGPOWER,30Sep2025,970.0,PE,850,183.65
40354,CGPOWER,30Sep2025,1060.0,CE,850,0.05
40355,TATASTEEL,28Oct2025,212.5,PE,5500,39.4
40356,TATASTEEL,28Oct2025,240.0,CE,5500,0.05
40357,TATASTEEL,28Oct2025,240.0,PE,5500,66.4
40358,TATASTEEL,28Oct2025,245.0,CE,5500,0.05
40359,TATASTEEL,28Oct2025,245.0,PE,5500,71.35
40360,TATASTEEL,25Nov2025,215.0,CE,5500,1.0
40361,TATASTEEL,25Nov2025,215.0,PE,5500,41.55
40362,TATASTEEL,25Nov2025,230.0,CE,5500,0.35
40363,TATASTEEL,25Nov2025,230.0,PE,5500,55.75
40364,TITAN,30Sep2025,4750.0,CE,175,0.05
40365,TITAN,30Sep2025,4750.0,PE,175,1229.45
40366,CGPOWER,30Sep2025,1060.0,PE,850,273.4
40367,TITAN,30Sep2025,5200.0,CE,175,0.05
40368,CGPOWER,28Oct2025,970.0,CE,850,4.15
40369,CGPOWER,28Oct2025,970.0,PE,850,183.15
40370,LT,30Sep2025,2300.0,CE,175,1390.5
40371,BAJFINANCE,30Sep2025,460.0,CE,750,537.4
40372,BAJFINANCE,30Sep2025,460.0,PE,750,0.05
40373,TITAN,30Sep2025,5200.0,PE,175,1678.55
40374,TITAN,28Oct2025,4750.0,CE,175,0.05
40375,TITAN,28Oct2025,4750.0,PE,175,1207.1
40376,TITAN,28Oct2025,5200.0,CE,175,0.05
40377,LT,30Sep2025,2300.0,PE,175,0.05
40378,CGPOWER,28Oct2025,1060.0,CE,850,0.95
40379,CGPOWER,28Oct2025,1060.0,PE,850,269.35
40380,TITAN,28Oct2025,5200.0,PE,175,1654.05
40381,TORNTPOWER,30Sep2025,1740.0,CE,375,0.05
40382,CGPOWER,25Nov2025,940.0,CE,850,15.6
40383,TORNTPOWER,30Sep2025,1740.0,PE,375,452.1
40384,TORNTPOWER,28Oct2025,1740.0,CE,375,1.45
40385,TORNTPOWER,28Oct2025,1740.0,PE,375,445.4
