token,symbol,expiry,strike,option_type,lot_size,closing_price
35000,BANKNIFTY,30Sep2025,40600.0,CE,35,15206.8
35001,BANKNIFTY,30Sep2025,40600.0,PE,35,0.05
35002,BANKNIFTY,30Sep2025,40700.0,CE,35,15107.0
35003,BANKNIFTY,30Sep2025,40700.0,PE,35,0.05
35004,BANKNIFTY,30Sep2025,40800.0,CE,35,15007.2
35005,BANKNIFTY,30Sep2025,40800.0,PE,35,0.05
35006,BANKNIFTY,30Sep2025,40900.0,CE,35,14907.4
35007,BANKNIFTY,30Sep2025,40900.0,PE,35,0.05
35008,BANKNIFTY,28Oct2025,33000.0,CE,35,22947.35
35009,BANKNIFTY,28Oct2025,33000.0,PE,35,0.05
35010,BANKNIFTY,30Sep2025,31000.0,CE,35,24788.05
35011,BANKNIFTY,28Oct2025,40600.0,CE,35,15397.95
35012,BANKNIFTY,28Oct2025,40600.0,PE,35,0.05
35013,BANKNIFTY,28Oct2025,40700.0,CE,35,15298.65
35014,BANKNIFTY,28Oct2025,40700.0,PE,35,0.05
35015,BANKNIFTY,30Sep2025,31000.0,PE,35,0.05
35016,BANKNIFTY,30Sep2025,38700.0,CE,35,17103.1
35017,BANKNIFTY,28Oct2025,40800.0,CE,35,15199.3
35018,BANKNIFTY,28Oct2025,40800.0,PE,35,0.05
35019,BANKNIFTY,30Sep2025,38700.0,PE,35,0.05
35020,BANKNIFTY,28Oct2025,40900.0,CE,35,15099.95
35021,BANKNIFTY,28Oct2025,40900.0,PE,35,0.05
35022,BANKNIFTY,28Oct2025,31000.0,CE,35,24934.0
35023,BANKNIFTY,28Oct2025,31000.0,PE,35,0.05
35024,BANKNIFTY,28Oct2025,38700.0,CE,35,17285.3
35025,BANKNIFTY,28Oct2025,38700.0,PE,35,0.05
35026,BANKNIFTY,30Sep2025,72300.0,CE,35,0.05
35027,BANKNIFTY,30Sep2025,72300.0,PE,35,16431.3
35028,BANKNIFTY,30Sep2025,72400.0,CE,35,0.05
35029,BANKNIFTY,30Sep2025,72400.0,PE,35,16531.1
35030,BANKNIFTY,25Nov2025,31000.0,CE,35,25077.75
35031,BANKNIFTY,25Nov2025,31000.0,PE,35,0.05
35032,BANKNIFTY,30Sep2025,80000.0,CE,35,0.05
35033,BANKNIFTY,25Nov2025,38700.0,CE,35,17464.8
35034,BANKNIFTY,25Nov2025,38700.0,PE,35,0.05
35035,FINNIFTY,30Sep2025,21850.0,CE,65,4891.35
35036,FINNIFTY,30Sep2025,21850.0,PE,65,0.05
35037,BANKNIFTY,30Sep2025,80000.0,PE,35,24116.25
35038,MIDCPNIFTY,30Sep2025,10225.0,CE,140,3029.25
35039,MIDCPNIFTY,30Sep2025,10225.0,PE,140,0.05
35040,MIDCPNIFTY,28Oct2025,10225.0,CE,140,3077.45
35041,MIDCPNIFTY,28Oct2025,10225.0,PE,140,0.05
35042,MIDCPNIFTY,25Nov2025,10225.0,CE,140,3125.75
35043,MIDCPNIFTY,25Nov2025,10225.0,PE,140,0.95
35044,MIDCPNIFTY,30Sep2025,8200.0,CE,140,5050.3
35045,MIDCPNIFTY,30Sep2025,8200.0,PE,140,0.05
35046,MIDCPNIFTY,30Sep2025,8300.0,CE,140,4950.5
35047,MIDCPNIFTY,30Sep2025,8300.0,PE,140,0.05
35048,MIDCPNIFTY,25Nov2025,10250.0,CE,140,3101.1
35049,MIDCPNIFTY,30Sep2025,10425.0,CE,140,2829.65
35050,MIDCPNIFTY,25Nov2025,10250.0,PE,140,1.05
35051,MIDCPNIFTY,30Sep2025,10425.0,PE,140,0.05
35052,MIDCPNIFTY,30Sep2025,10450.0,CE,140,2804.7
35053,MIDCPNIFTY,30Sep2025,10450.0,PE,140,0.05
35054,MIDCPNIFTY,30Sep2025,10475.0,CE,140,2779.75
35055,MIDCPNIFTY,30Sep2025,10475.0,PE,140,0.05
35056,BANKNIFTY,25Nov2025,70200.0,CE,35,2.8
35057,BANKNIFTY,25Nov2025,70200.0,PE,35,13682.1
35058,MIDCPNIFTY,30Sep2025,10525.0,CE,140,2729.85
35059,MIDCPNIFTY,30Sep2025,10525.0,PE,140,0.05
35060,MIDCPNIFTY,30Sep2025,10550.0,CE,140,2704.9
35061,MIDCPNIFTY,30Sep2025,10550.0,PE,140,0.05
35062,MIDCPNIFTY,30Sep2025,10575.0,CE,140,2679.95
35063,MIDCPNIFTY,30Sep2025,10575.0,PE,140,0.05
35064,MIDCPNIFTY,28Oct2025,8200.0,CE,140,5088.9
35065,NIFTY,23Sep2025,19200.0,CE,75,6239.25
35066,NIFTY,23Sep2025,19200.0,PE,75,0.05
35067,MIDCPNIFTY,28Oct2025,8200.0,PE,140,0.05
35068,NIFTY,25Nov2025,19200.0,CE,75,6440.6
35069,NIFTY,25Nov2025,19200.0,PE,75,0.05
35070,MIDCPNIFTY,28Oct2025,8300.0,CE,140,4989.55
35071,MIDCPNIFTY,28Oct2025,8300.0,PE,140,0.05
35072,MIDCPNIFTY,28Oct2025,10425.0,CE,140,2878.85
35073,MIDCPNIFTY,28Oct2025,10425.0,PE,140,0.15
35074,MIDCPNIFTY,28Oct2025,10450.0,CE,140,2854.0
35075,MIDCPNIFTY,28Oct2025,10450.0,PE,140,0.15
35076,MIDCPNIFTY,28Oct2025,10475.0,CE,140,2829.2
35077,MIDCPNIFTY,28Oct2025,10475.0,PE,140,0.15
35078,MIDCPNIFTY,28Oct2025,10525.0,CE,140,2779.6
35079,MIDCPNIFTY,28Oct2025,10525.0,PE,140,0.2
35080,MIDCPNIFTY,28Oct2025,10550.0,CE,140,2754.75
35081,MIDCPNIFTY,28Oct2025,10550.0,PE,140,0.25
35082,MIDCPNIFTY,28Oct2025,10575.0,CE,140,2729.95
35083,MIDCPNIFTY,28Oct2025,10575.0,PE,140,0.25
35084,NIFTYNXT50,25Nov2025,35500.0,CE,25,34235.45
35085,FINNIFTY,30Sep2025,33300.0,CE,65,0.05
35086,FINNIFTY,30Sep2025,33300.0,PE,65,6536.3
35087,NIFTYNXT50,25Nov2025,35500.0,PE,25,0.05
35088,NIFTYNXT50,25Nov2025,53700.0,CE,25,16245.15
35089,NIFTYNXT50,25Nov2025,53700.0,PE,25,4.05
35090,FINNIFTY,30Sep2025,36500.0,CE,65,0.05
35091,FINNIFTY,30Sep2025,36500.0,PE,65,9730.05
35092,NIFTYNXT50,25Nov2025,53800.0,CE,25,16146.55
35093,NIFTYNXT50,25Nov2025,53800.0,PE,25,4.35
35094,360ONE,28Oct2025,520.0,CE,500,585.6
35095,360ONE,28Oct2025,520.0,PE,500,0.05
35096,MIDCPNIFTY,30Sep2025,15575.0,CE,140,0.05
35097,MIDCPNIFTY,30Sep2025,15575.0,PE,140,2310.35
35098,BANKNIFTY,25Nov2025,69300.0,CE,35,4.9
35099,BANKNIFTY,25Nov2025,69300.0,PE,35,12794.35
35100,BANKNIFTY,25Nov2025,69400.0,CE,35,4.6
35101,BANKNIFTY,25Nov2025,69400.0,PE,35,12892.95
35102,360ONE,28Oct2025,660.0,CE,500,446.55
35103,360ONE,28Oct2025,660.0,PE,500,0.05
35104,BANKNIFTY,25Nov2025,77000.0,CE,35,0.05
35105,ABB,25Nov2025,2400.0,CE,125,3063.15
35106,BANKNIFTY,25Nov2025,77000.0,PE,35,20402.5
35107,NIFTY,23Sep2025,19600.0,CE,75,5839.6
35108,NIFTY,23Sep2025,19600.0,PE,75,0.05
35109,NIFTY,23Sep2025,19650.0,CE,75,5789.65
35110,NIFTY,23Sep2025,19650.0,PE,75,0.05
35111,NIFTY,23Sep2025,19700.0,CE,75,5739.65
35112,NIFTY,23Sep2025,19700.0,PE,75,0.05
35113,BANKNIFTY,25Nov2025,69100.0,CE,35,5.55
35114,BANKNIFTY,25Nov2025,69100.0,PE,35,12597.25
35115,MIDCPNIFTY,25Nov2025,15025.0,CE,140,78.2
35116,MIDCPNIFTY,25Nov2025,15025.0,PE,140,1699.2
35117,MIDCPNIFTY,25Nov2025,17300.0,CE,140,1.9
35118,MIDCPNIFTY,25Nov2025,17300.0,PE,140,3872.15
35119,NIFTY,30Sep2025,19300.0,CE,75,6161.35
35120,NIFTY,30Sep2025,19300.0,PE,75,0.05
35121,NIFTY,30Sep2025,19350.0,CE,75,6111.45
35122,NIFTY,30Sep2025,19350.0,PE,75,0.05
35123,NIFTY,30Sep2025,19400.0,CE,75,6061.55
35124,NIFTY,30Sep2025,19400.0,PE,75,0.05
35125,NIFTY,28Oct2025,19300.0,CE,75,6252.2
35126,NIFTY,28Oct2025,19300.0,PE,75,0.05
35127,NIFTY,28Oct2025,19350.0,CE,75,6202.55
35128,ABB,25Nov2025,2400.0,PE,125,0.05
35129,MIDCPNIFTY,30Sep2025,8500.0,CE,140,4750.9
35130,NIFTY,28Oct2025,19350.0,PE,75,0.05
35131,NIFTY,28Oct2025,19400.0,CE,75,6152.9
35132,NIFTY,28Oct2025,19400.0,PE,75,0.05
35133,NIFTY,28Oct2025,19450.0,CE,75,6103.2
35134,NIFTY,28Oct2025,19450.0,PE,75,0.05
35135,NIFTYNXT50,30Sep2025,36000.0,CE,25,33404.65
35136,NIFTYNXT50,30Sep2025,36000.0,PE,25,0.05
35137,MIDCPNIFTY,30Sep2025,8500.0,PE,140,0.05
35138,MIDCPNIFTY,30Sep2025,8600.0,CE,140,4651.1
35139,NIFTYNXT50,30Sep2025,36500.0,CE,25,32905.65
35140,NIFTYNXT50,30Sep2025,36500.0,PE,25,0.05
35141,NIFTYNXT50,30Sep2025,54200.0,CE,25,15240.25
35142,NIFTYNXT50,30Sep2025,54200.0,PE,25,0.05
35143,MIDCPNIFTY,30Sep2025,8600.0,PE,140,0.05
35144,ABCAPITAL,28Oct2025,355.0,CE,3100,1.5
35145,NIFTYNXT50,30Sep2025,54300.0,CE,25,15140.45
35146,NIFTYNXT50,30Sep2025,54300.0,PE,25,0.05
35147,NIFTYNXT50,30Sep2025,54400.0,CE,25,15040.65
35148,ABCAPITAL,28Oct2025,355.0,PE,3100,63.25
35149,NIFTYNXT50,30Sep2025,54400.0,PE,25,0.05
35150,NIFTYNXT50,30Sep2025,54600.0,CE,25,14841.0
35151,NIFTYNXT50,30Sep2025,54600.0,PE,25,0.05
35152,NIFTYNXT50,30Sep2025,54700.0,CE,25,14741.2
35153,NIFTYNXT50,30Sep2025,54700.0,PE,25,0.05
35154,NIFTYNXT50,28Oct2025,36000.0,CE,25,33574.15
35155,NIFTYNXT50,28Oct2025,36000.0,PE,25,0.05
35156,NIFTYNXT50,28Oct2025,36500.0,CE,25,33077.5
35157,BANKNIFTY,30Sep2025,34000.0,CE,35,21793.9
35158,NIFTYNXT50,28Oct2025,36500.0,PE,25,0.05
35159,NIFTYNXT50,28Oct2025,54200.0,CE,25,15495.7
35160,BANKNIFTY,30Sep2025,34000.0,PE,35,0.05
35161,NIFTYNXT50,28Oct2025,54200.0,PE,25,0.3
35162,NIFTYNXT50,28Oct2025,54300.0,CE,25,15396.4
35163,NIFTYNXT50,28Oct2025,54300.0,PE,25,0.3
35164,NIFTYNXT50,28Oct2025,54400.0,CE,25,15297.1
35165,NIFTYNXT50,28Oct2025,54400.0,PE,25,0.35
35166,ADANIENT,25Nov2025,1300.0,CE,300,1116.9
35167,BANKNIFTY,30Sep2025,41300.0,CE,35,14508.2
35168,NIFTYNXT50,28Oct2025,54600.0,CE,25,15098.5
35169,NIFTYNXT50,28Oct2025,54600.0,PE,25,0.4
35170,ADANIENT,25Nov2025,1300.0,PE,300,0.2
35171,BANKNIFTY,30Sep2025,41300.0,PE,35,0.05
35172,NIFTYNXT50,28Oct2025,54700.0,CE,25,14999.2
35173,MIDCPNIFTY,30Sep2025,8400.0,CE,140,4850.7
35174,MIDCPNIFTY,30Sep2025,8400.0,PE,140,0.05
35175,NIFTYNXT50,28Oct2025,54700.0,PE,25,0.45
35176,MIDCPNIFTY,30Sep2025,10675.0,CE,140,2580.15
35177,NIFTYNXT50,28Oct2025,54800.0,CE,25,14899.9
35178,MIDCPNIFTY,30Sep2025,10675.0,PE,140,0.05
35179,NIFTYNXT50,28Oct2025,54800.0,PE,25,0.5
35180,ADANIGREEN,25Nov2025,400.0,CE,600,583.45
35181,ADANIGREEN,25Nov2025,400.0,PE,600,0.05
35182,NIFTYNXT50,28Oct2025,54900.0,CE,25,14800.65
35183,NIFTYNXT50,28Oct2025,54900.0,PE,25,0.55
35184,ALKEM,28Oct2025,3850.0,CE,125,1655.2
35185,ALKEM,28Oct2025,3850.0,PE,125,0.05
35186,ABB,30Sep2025,2400.0,CE,125,3040.7
35187,ADANIGREEN,30Sep2025,480.0,CE,600,499.85
35188,ADANIGREEN,30Sep2025,480.0,PE,600,0.05
35189,ABB,30Sep2025,2400.0,PE,125,0.05
35190,ABB,28Oct2025,2800.0,CE,125,2654.7
35191,ANGELONE,30Sep2025,1000.0,CE,250,1267.55
35192,ABB,28Oct2025,2800.0,PE,125,0.05
35193,ANGELONE,30Sep2025,1000.0,PE,250,0.05
35194,BANKNIFTY,25Nov2025,68900.0,CE,35,6.25
35195,ANGELONE,28Oct2025,1000.0,CE,250,1272.3
35196,ANGELONE,28Oct2025,1000.0,PE,250,0.05
35197,BANKNIFTY,25Nov2025,68900.0,PE,35,12400.25
35198,AMBUJACEM,30Sep2025,750.0,CE,1050,0.05
35199,ANGELONE,25Nov2025,1300.0,CE,250,981.85
35200,AMBUJACEM,30Sep2025,750.0,PE,1050,167.55
35201,FINNIFTY,30Sep2025,29450.0,CE,65,0.5
35202,ANGELONE,25Nov2025,1300.0,PE,250,1.55
35203,FINNIFTY,30Sep2025,29450.0,PE,65,2694.3
35204,APOLLOHOSP,28Oct2025,5850.0,CE,125,2039.55
35205,APOLLOHOSP,28Oct2025,5850.0,PE,125,0.1
35206,APOLLOHOSP,25Nov2025,4600.0,CE,125,3302.5
35207,APOLLOHOSP,25Nov2025,4600.0,PE,125,0.05
35208,NIFTY,30Sep2025,30850.0,CE,75,0.05
35209,NIFTY,30Sep2025,30850.0,PE,75,5366.15
35210,ASHOKLEY,28Oct2025,65.0,CE,5000,74.2
35211,ASHOKLEY,28Oct2025,65.0,PE,5000,0.05
35212,ASIANPAINT,28Oct2025,3180.0,CE,250,0.1
35213,NIFTY,30Sep2025,30900.0,CE,75,0.05
35214,NIFTY,30Sep2025,30900.0,PE,75,5416.05
35215,ASIANPAINT,28Oct2025,3180.0,PE,250,680.2
35216,NIFTYNXT50,30Sep2025,80400.0,CE,25,0.1
35217,NIFTYNXT50,30Sep2025,80400.0,PE,25,10908.7
35218,NIFTYNXT50,30Sep2025,80600.0,CE,25,0.1
35219,NIFTYNXT50,30Sep2025,80600.0,PE,25,11108.25
35220,NIFTYNXT50,30Sep2025,80700.0,CE,25,0.1
35221,NIFTY,30Dec2025,30000.0,CE,75,11.2
35222,NIFTY,30Dec2025,30000.0,PE,75,3992.15
35223,NIFTYNXT50,30Sep2025,80700.0,PE,25,11208.05
35224,ADANIENT,30Sep2025,1650.0,CE,300,755.25
35225,ADANIENT,30Sep2025,1650.0,PE,300,0.05
35226,ASIANPAINT,28Oct2025,3480.0,CE,250,0.05
35227,ASIANPAINT,28Oct2025,3480.0,PE,250,978.15
35228,ADANIGREEN,28Oct2025,600.0,CE,600,383.15
35229,NIFTY,30Jun2026,30000.0,CE,75,140.0
35230,ADANIGREEN,28Oct2025,600.0,PE,600,0.25
35231,NIFTY,30Jun2026,30000.0,PE,75,3576.35
35232,MIDCPNIFTY,30Sep2025,15625.0,CE,140,0.05
35233,MIDCPNIFTY,30Sep2025,15625.0,PE,140,2360.25
35234,ASIANPAINT,25Nov2025,3240.0,CE,250,0.6
35235,NIFTY,29Dec2026,30000.0,CE,75,493.8
35236,ASIANPAINT,25Nov2025,3240.0,PE,250,725.3
35237,NIFTY,29Dec2026,30000.0,PE,75,3239.55
35238,MIDCPNIFTY,30Sep2025,15650.0,CE,140,0.05
35239,MIDCPNIFTY,30Sep2025,15650.0,PE,140,2385.2
35240,MIDCPNIFTY,30Sep2025,15675.0,CE,140,0.05
35241,ADANIPORTS,30Sep2025,940.0,CE,475,474.65
35242,MIDCPNIFTY,30Sep2025,15675.0,PE,140,2410.15
35243,MIDCPNIFTY,30Sep2025,17900.0,CE,140,0.05
35244,MIDCPNIFTY,30Sep2025,17900.0,PE,140,4630.8
35245,AXISBANK,30Sep2025,500.0,CE,625,634.0
35246,ADANIPORTS,30Sep2025,940.0,PE,475,0.05
35247,AXISBANK,30Sep2025,500.0,PE,625,0.05
35248,FINNIFTY,25Nov2025,31700.0,CE,65,17.05
35249,FINNIFTY,25Nov2025,31700.0,PE,65,4660.2
35250,MIDCPNIFTY,25Nov2025,14825.0,CE,140,102.2
35251,AXISBANK,28Oct2025,500.0,CE,625,636.35
35252,AXISBANK,28Oct2025,500.0,PE,625,0.05
35253,BAJAJ-AUTO,28Oct2025,5900.0,CE,75,3214.35
35254,BAJAJ-AUTO,28Oct2025,5900.0,PE,75,0.05
35255,MIDCPNIFTY,25Nov2025,14825.0,PE,140,1525.45
35256,MIDCPNIFTY,25Nov2025,14850.0,CE,140,98.9
35257,MIDCPNIFTY,25Nov2025,14850.0,PE,140,1546.85
35258,BANDHANBNK,30Sep2025,85.0,CE,3600,82.1
35259,BANDHANBNK,30Sep2025,85.0,PE,3600,0.05
35260,BANDHANBNK,28Oct2025,85.0,CE,3600,82.5
35261,BANDHANBNK,28Oct2025,85.0,PE,3600,0.05
35262,NIFTY,29Jun2027,30000.0,CE,75,1482.15
35263,NIFTY,29Jun2027,30000.0,PE,75,2974.9
35264,BEL,28Oct2025,550.0,CE,2850,0.3
35265,MIDCPNIFTY,25Nov2025,14875.0,CE,140,95.7
35266,MIDCPNIFTY,25Nov2025,14875.0,PE,140,1568.35
35267,ABB,30Sep2025,2000.0,CE,125,3439.95
35268,BEL,28Oct2025,550.0,PE,2850,136.7
35269,NIFTY,30Sep2025,20250.0,CE,75,5213.2
35270,ABB,30Sep2025,2000.0,PE,125,0.05
35271,BEL,25Nov2025,490.0,CE,2850,6.25
35272,BEL,25Nov2025,490.0,PE,2850,80.8
35273,MIDCPNIFTY,25Nov2025,14925.0,CE,140,89.55
35274,MIDCPNIFTY,25Nov2025,14925.0,PE,140,1611.65
35275,ABB,30Sep2025,2200.0,CE,125,3240.3
35276,ABB,30Sep2025,2200.0,PE,125,0.05
35277,NIFTY,30Sep2025,20250.0,PE,75,0.05
35278,MIDCPNIFTY,25Nov2025,14950.0,CE,140,86.6
35279,MIDCPNIFTY,25Nov2025,14950.0,PE,140,1633.4
35280,NIFTYNXT50,30Sep2025,80800.0,CE,25,0.05
35281,NIFTYNXT50,30Sep2025,80800.0,PE,25,11307.85
35282,NIFTYNXT50,30Sep2025,80900.0,CE,25,0.05
35283,AMBUJACEM,28Oct2025,750.0,CE,1050,0.45
35284,AMBUJACEM,28Oct2025,750.0,PE,1050,164.45
35285,BIOCON,28Oct2025,245.0,CE,2500,125.05
35286,BIOCON,28Oct2025,245.0,PE,2500,0.05
35287,ABB,30Sep2025,3300.0,CE,125,2142.45
35288,ABB,30Sep2025,3300.0,PE,125,0.05
35289,BIOCON,25Nov2025,160.0,CE,2500,210.25
35290,BIOCON,25Nov2025,160.0,PE,2500,0.05
35291,BOSCHLTD,28Oct2025,48750.0,CE,25,35.05
35292,NIFTYNXT50,30Sep2025,80900.0,PE,25,11407.65
35293,ABB,30Sep2025,3500.0,CE,125,1942.85
35294,ABB,30Sep2025,3500.0,PE,125,0.05
35295,ANGELONE,30Sep2025,1650.0,CE,250,618.9
35296,ANGELONE,30Sep2025,1650.0,PE,250,0.1
35297,BOSCHLTD,28Oct2025,48750.0,PE,25,8575.25
35298,NIFTYNXT50,30Sep2025,99000.0,CE,25,0.05
35299,NIFTYNXT50,30Sep2025,99000.0,PE,25,29472.25
35300,BOSCHLTD,28Oct2025,53500.0,CE,25,1.85
35301,BOSCHLTD,28Oct2025,53500.0,PE,25,13260.4
35302,MIDCPNIFTY,25Nov2025,14975.0,CE,140,83.7
35303,MIDCPNIFTY,25Nov2025,14975.0,PE,140,1655.25
35304,BOSCHLTD,25Nov2025,48500.0,CE,25,175.2
35305,BOSCHLTD,25Nov2025,48500.0,PE,25,8242.1
35306,MIDCPNIFTY,25Nov2025,17100.0,CE,140,2.75
35307,MIDCPNIFTY,25Nov2025,17100.0,PE,140,3675.25
35308,BOSCHLTD,25Nov2025,55000.0,CE,25,13.15
35309,BOSCHLTD,25Nov2025,55000.0,PE,25,14506.65
35310,BPCL,25Nov2025,180.0,CE,1975,147.75
35311,BPCL,25Nov2025,180.0,PE,1975,0.05
35312,BRITANNIA,28Oct2025,7450.0,CE,125,2.3
35313,BRITANNIA,28Oct2025,7450.0,PE,125,1302.15
35314,MIDCPNIFTY,25Nov2025,17200.0,CE,140,2.3
35315,MIDCPNIFTY,25Nov2025,17200.0,PE,140,3773.65
35316,ASIANPAINT,30Sep2025,3100.0,CE,250,0.05
35317,ASIANPAINT,30Sep2025,3100.0,PE,250,615.25
35318,BSE,30Sep2025,900.0,CE,375,1300.1
35319,BSE,30Sep2025,900.0,PE,375,0.05
35320,BSE,30Sep2025,1350.0,CE,375,850.95
35321,BSE,30Sep2025,1350.0,PE,375,0.05
35322,ASIANPAINT,30Sep2025,3400.0,CE,250,0.05
35323,ASIANPAINT,30Sep2025,3400.0,PE,250,914.7
35324,APLAPOLLO,30Sep2025,1160.0,CE,350,539.2
35325,APLAPOLLO,30Sep2025,1160.0,PE,350,0.05
35326,BSE,28Oct2025,900.0,CE,375,1304.3
35327,ASIANPAINT,28Oct2025,3160.0,CE,250,0.1
35328,BSE,28Oct2025,900.0,PE,375,0.05
35329,ASIANPAINT,28Oct2025,3160.0,PE,250,660.35
35330,BSE,28Oct2025,1350.0,CE,375,858.65
35331,ABB,28Oct2025,3400.0,CE,125,2058.7
35332,ABB,28Oct2025,3400.0,PE,125,0.05
35333,BSE,28Oct2025,1350.0,PE,375,1.35
35334,AUROPHARMA,30Sep2025,600.0,CE,550,530.1
35335,AUROPHARMA,30Sep2025,600.0,PE,550,0.05
35336,AUROPHARMA,30Sep2025,740.0,CE,550,390.35
35337,AUROPHARMA,30Sep2025,740.0,PE,550,0.05
35338,AUROPHARMA,28Oct2025,560.0,CE,550,572.65
35339,AUROPHARMA,28Oct2025,560.0,PE,550,0.05
35340,BSE,25Nov2025,800.0,CE,375,1407.35
35341,BSE,25Nov2025,800.0,PE,375,0.05
35342,BAJAJFINSV,28Oct2025,1320.0,CE,500,758.0
35343,BAJAJFINSV,28Oct2025,1320.0,PE,500,0.05
35344,CANBK,30Sep2025,71.0,CE,6750,44.55
35345,CANBK,30Sep2025,71.0,PE,6750,0.05
35346,NIFTY,28Dec2027,30000.0,CE,75,2063.3
35347,NIFTY,28Dec2027,30000.0,PE,75,2749.65
35348,CANBK,28Oct2025,71.0,CE,6750,44.9
35349,CANBK,28Oct2025,71.0,PE,6750,0.05
35350,CDSL,30Sep2025,940.0,CE,475,650.15
35351,CDSL,30Sep2025,940.0,PE,475,0.05
35352,NIFTY,27Jun2028,30000.0,CE,75,2646.6
35353,NIFTY,27Jun2028,30000.0,PE,75,2550.8
35354,CDSL,28Oct2025,940.0,CE,475,654.6
35355,CDSL,28Oct2025,940.0,PE,475,0.05
35356,CGPOWER,30Sep2025,1000.0,CE,850,0.05
35357,CGPOWER,30Sep2025,1000.0,PE,850,213.55
35358,APOLLOHOSP,30Sep2025,9100.0,CE,125,0.2
35359,APOLLOHOSP,30Sep2025,9100.0,PE,125,1231.9
35360,APOLLOHOSP,30Sep2025,10400.0,CE,125,0.05
35361,APOLLOHOSP,30Sep2025,10400.0,PE,125,2529.2
35362,CGPOWER,28Oct2025,890.0,CE,850,13.35
35363,CGPOWER,28Oct2025,890.0,PE,850,112.85
35364,CGPOWER,28Oct2025,980.0,CE,850,3.55
35365,CGPOWER,28Oct2025,980.0,PE,850,192.5
35366,BANDHANBNK,30Sep2025,112.5,CE,3600,54.65
35367,BANDHANBNK,30Sep2025,112.5,PE,3600,0.05
35368,NIFTY,25Nov2025,29800.0,CE,75,8.7
35369,NIFTY,25Nov2025,29800.0,PE,75,4048.35
35370,BANDHANBNK,28Oct2025,105.0,CE,3600,62.65
35371,BANDHANBNK,28Oct2025,105.0,PE,3600,0.05
35372,CGPOWER,25Nov2025,860.0,CE,850,33.2
35373,CGPOWER,25Nov2025,860.0,PE,850,98.95
35374,BANKINDIA,30Sep2025,72.5,CE,5200,46.65
35375,BANKINDIA,30Sep2025,72.5,PE,5200,0.05
35376,CHOLAFIN,28Oct2025,940.0,CE,625,652.9
35377,CHOLAFIN,28Oct2025,940.0,PE,625,0.05
35378,COFORGE,28Oct2025,1180.0,CE,375,652.45
35379,COFORGE,28Oct2025,1180.0,PE,375,0.1
35380,COLPAL,28Oct2025,3020.0,CE,225,0.55
35381,COLPAL,28Oct2025,3020.0,PE,225,634.85
35382,COLPAL,28Oct2025,3060.0,CE,225,0.4
35383,COLPAL,28Oct2025,3060.0,PE,225,674.4
35384,ASIANPAINT,30Sep2025,3080.0,CE,250,0.05
35385,ASIANPAINT,30Sep2025,3080.0,PE,250,595.3
35386,BDL,30Sep2025,950.0,CE,325,662.1
35387,BDL,30Sep2025,950.0,PE,325,0.05
35388,COLPAL,28Oct2025,3400.0,CE,225,0.05
35389,COLPAL,28Oct2025,3400.0,PE,225,1011.75
35390,COLPAL,25Nov2025,3280.0,CE,225,0.65
35391,COLPAL,25Nov2025,3280.0,PE,225,878.0
35392,CROMPTON,28Oct2025,435.0,CE,1800,0.05
35393,CROMPTON,28Oct2025,435.0,PE,1800,115.3
35394,CROMPTON,25Nov2025,520.0,CE,1800,0.05
35395,CROMPTON,25Nov2025,520.0,PE,1800,197.3
35396,CYIENT,28Oct2025,740.0,CE,425,513.95
35397,CYIENT,28Oct2025,740.0,PE,425,0.05
35398,DABUR,28Oct2025,655.0,CE,1250,0.2
35399,DABUR,28Oct2025,655.0,PE,1250,114.55
35400,DABUR,28Oct2025,730.0,CE,1250,0.05
35401,DABUR,28Oct2025,730.0,PE,1250,188.85
35402,BEL,30Sep2025,255.0,CE,2850,155.4
35403,BEL,30Sep2025,255.0,PE,2850,0.05
35404,DABUR,25Nov2025,670.0,CE,1250,0.75
35405,DABUR,25Nov2025,670.0,PE,1250,126.85
35406,AXISBANK,30Sep2025,860.0,CE,625,274.7
35407,AXISBANK,30Sep2025,860.0,PE,625,0.05
35408,BHARATFORG,28Oct2025,640.0,CE,500,632.9
35409,BHARATFORG,28Oct2025,640.0,PE,500,0.05
35410,DALBHARAT,30Sep2025,2980.0,CE,325,0.05
35411,DALBHARAT,30Sep2025,2980.0,PE,325,526.0
35412,DALBHARAT,30Sep2025,3360.0,CE,325,0.05
35413,ABCAPITAL,30Sep2025,370.0,CE,3100,0.05
35414,ABCAPITAL,30Sep2025,370.0,PE,3100,78.4
35415,DALBHARAT,30Sep2025,3360.0,PE,325,905.25
35416,DALBHARAT,28Oct2025,2980.0,CE,325,3.25
35417,DALBHARAT,28Oct2025,2980.0,PE,325,515.15
35418,ABCAPITAL,30Sep2025,335.0,CE,3100,0.3
35419,BHARTIARTL,30Sep2025,1040.0,CE,475,903.15
35420,BHARTIARTL,30Sep2025,1040.0,PE,475,0.05
35421,ABCAPITAL,30Sep2025,335.0,PE,3100,43.75
35422,BHARTIARTL,30Sep2025,1340.0,CE,475,603.75
35423,BHARTIARTL,30Sep2025,1340.0,PE,475,0.05
35424,ABCAPITAL,30Sep2025,345.0,CE,3100,0.1
35425,ABCAPITAL,30Sep2025,345.0,PE,3100,53.55
35426,DALBHARAT,28Oct2025,3360.0,CE,325,0.1
35427,DALBHARAT,28Oct2025,3360.0,PE,325,889.5
35428,DALBHARAT,25Nov2025,3000.0,CE,325,11.6
